title,license,access_level,keywords,last_validation_date,update_frequency,last_update_date,last_update_location,over_due_frequency_ratio,num_hosted_data_files,num_linked_data_files,num_supporting_files,organization,groups,as_of
Keywords and link backs to InvestOntario.com,License Not Specified,restricted,"Economy and Business, Government",2017-01-20,other,,,,0,0,0,"Economic Development, Job Creation and Trade",,2020-09-10
Kindergarten parent survey 2010-2012,License Not Specified,under_review,"Housing Communities and Social Support, Education and Training, Government",2016-12-21,other,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Laboratory and waterworks inspection system  (LWIS),License Not Specified,under_review,"Environment and Natural Resources, Environment and energy",2017-01-31,other,,,,0,0,0,"Environment, Conservation and Parks",,2020-09-10
Laboratory information licensing system(LILI) ,License Not Specified,under_review,"Environment and Natural Resources, Government",2017-01-31,as_required,,,,0,0,0,"Environment, Conservation and Parks",,2020-09-10
Laboratory Information Management System,License Not Specified,restricted,"Justice and Public Safety, Government",2017-02-01,other,,,,0,0,0,Solicitor General,,2020-09-10
Laboratory result management system application (LRMA),License Not Specified,restricted,"Health, Health and wellness",2018-08-07,as_required,,,,0,0,0,Health,,2020-09-10
Labour force estimates by education,Open Government Licence – Ontario,open,"Education and Training, Economy and Business, Jobs and employment",2016-11-17,monthly,2016-11-17,external_link,45.43333333333333,0,2,1,"Training, Colleges and Universities",,2020-09-10
Labour force estimates by educational level,Open Government Licence – Ontario,open,"Education and Training, Economy and Business, Jobs and employment",2016-11-17,quarterly,2016-11-17,external_link,14.296703296703297,0,2,1,"Training, Colleges and Universities",,2020-09-10
Labour force estimates by immigration,Open Government Licence – Ontario,open,"Education and Training, Economy and Business, Jobs and employment",2016-11-17,monthly,2016-11-17,external_link,45.43333333333333,0,2,1,"Training, Colleges and Universities",,2020-09-10
Labour force estimates by industry,Open Government Licence – Ontario,open,"Education and Training, Economy and Business, Jobs and employment",2016-11-17,quarterly,2016-11-17,external_link,14.296703296703297,0,2,1,"Training, Colleges and Universities",,2020-09-10
Labour force estimates by occupation,Open Government Licence – Ontario,open,"Education and Training, Economy and Business, Jobs and employment",2016-11-17,quarterly,2016-11-17,external_link,14.296703296703297,0,2,1,"Training, Colleges and Universities",,2020-09-10
Labour force estimates by occupational skill level,Open Government Licence – Ontario,open,"Education and Training, Economy and Business, Jobs and employment",2016-11-17,monthly,2016-11-17,external_link,45.43333333333333,0,2,1,"Training, Colleges and Universities",,2020-09-10
Labour force estimates for full and part time students,Open Government Licence – Ontario,open,"Education and Training, Economy and Business, Jobs and employment",2016-11-17,yearly,2016-11-17,external_link,2.8164383561643835,0,2,1,"Training, Colleges and Universities",,2020-09-10
Labour force statistics for apprenticeable occupations,License Not Specified,under_review,"Education and Training, Economy and Business, Jobs and employment",2016-11-17,monthly,,,,0,0,0,"Training, Colleges and Universities",,2020-09-10
Labour force survey data by educational attainment: Statistics Canada,License Not Specified,under_review,"Education and Training, Economy and Business, Business and economy",2017-01-20,yearly,,,,0,0,0,"Economic Development, Job Creation and Trade",,2020-09-10
Labour force survey data: Information and Communications Technologies (ICT) and financial services sectors,License Not Specified,under_review,"Economy and Business, Business and economy",2017-01-20,yearly,,,,0,0,0,"Economic Development, Job Creation and Trade",,2020-09-10
Labour force survey data: life sciences sector,License Not Specified,under_review,"Economy and Business, Business and economy",2017-01-20,yearly,,,,0,0,0,"Economic Development, Job Creation and Trade",,2020-09-10
Labour force survey - educational attainment by census metropolitan area,License Not Specified,under_review,"Education and Training, Economy and Business, Business and economy",2017-01-20,yearly,,,,0,0,0,"Economic Development, Job Creation and Trade",,2020-09-10
Labour Force Survey (LFS),License Not Specified,restricted,"Housing Communities and Social Support, Economy and Business, Jobs and employment",2017-01-05,monthly,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Labour force survey - monthly custom tabulations,License Not Specified,under_review,"Economy and Business, Business and economy",2017-01-20,monthly,,,,0,0,0,"Economic Development, Job Creation and Trade",,2020-09-10
Labour force survey - selected labour force characteristics by census metropolitan area,License Not Specified,under_review,"Economy and Business, Business and economy",2017-01-20,yearly,,,,0,0,0,"Economic Development, Job Creation and Trade",,2020-09-10
Labour force survey - youth by student/non-student and census metropolitan area,License Not Specified,under_review,"Education and Training, Economy and Business, Business and economy",2017-01-20,yearly,,,,0,0,0,"Economic Development, Job Creation and Trade",,2020-09-10
Labour Market Agreement for Persons with Disabilities (LMAPD) Developmental Services employment supports survey data (individual level),License Not Specified,under_review,"Housing Communities and Social Support, Economy and Business, Jobs and employment",2016-10-14,yearly,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Labour Market Agreement for Persons with Disabilities (LMAPD) Ontario Disability Support Program (ODSP) survey data (individual level),License Not Specified,under_review,"Housing Communities and Social Support, Economy and Business, Jobs and employment",2016-10-14,yearly,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Labour productivity for Ontario,Open Government Licence – Ontario,open,"Agriculture and Food, Economy and Business, Business and economy",2017-01-24,yearly,2017-01-24,external_link,2.6301369863013697,0,1,0,Agriculture Food and Rural Affairs,,2020-09-10
Labour sponsored investment funds,Open Government Licence – Ontario,open,"Economy and Business, Government and Finance, Taxes and benefits",2018-12-04,yearly,2018-12-04,external_link,0.7698630136986301,0,2,0,Finance,,2020-09-10
Lake Erie and Lake St. Clair creel survey results,Other (Not Open),under_review,"Economy and Business, Environment and Natural Resources, Environment and energy",,as_required,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Lake Erie central basin midwater trawl / hydroacoustics,Other (Not Open),under_review,"Economy and Business, Environment and Natural Resources, Environment and energy",,yearly,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Lake Erie gillnet fishing data,Other (Not Open),under_review,"Economy and Business, Environment and Natural Resources, Environment and energy",,yearly,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Lake Erie limnology data,Other (Not Open),under_review,"Economy and Business, Environment and Natural Resources, Environment and energy",,yearly,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Lake Huron fish contaminants database,Other (Not Open),under_review,"Economy and Business, Environment and Natural Resources, Environment and energy",,yearly,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Lake Huron fish derby monitoring data,Other (Not Open),under_review,"Economy and Business, Environment and Natural Resources, Environment and energy",,yearly,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Lake Huron fish diet/stomach analysis master database,Other (Not Open),under_review,"Economy and Business, Environment and Natural Resources, Environment and energy",,yearly,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Lake Huron fish stocking master dataset,Other (Not Open),under_review,"Economy and Business, Environment and Natural Resources, Environment and energy",,yearly,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Lake Huron fish tagging master database,Other (Not Open),under_review,"Economy and Business, Environment and Natural Resources, Environment and energy",,yearly,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Lake Huron fishway monitoring data,Other (Not Open),under_review,"Economy and Business, Environment and Natural Resources, Environment and energy",,yearly,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Lake Huron nearshore index netting data,Other (Not Open),under_review,"Economy and Business, Environment and Natural Resources, Environment and energy",,yearly,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Lake Huron offshore index netting data,Other (Not Open),under_review,"Economy and Business, Environment and Natural Resources, Environment and energy",,yearly,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Lake Huron recreational creel survey results,Other (Not Open),restricted,"Economy and Business, Environment and Natural Resources, Environment and energy",,yearly,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Lake Huron small fish assessment data,Other (Not Open),under_review,"Economy and Business, Environment and Natural Resources, Environment and energy",,yearly,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Lake Huron sturgeon master database,Other (Not Open),under_review,"Economy and Business, Environment and Natural Resources, Environment and energy",,yearly,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Lake Ontario Prey Fish Trawl Data,Other (Open),open,,2020-08-24,yearly,,,,0,1,0,Natural Resources and Forestry,,2020-09-10
Lake Simcoe Monitoring,Open Government Licence – Ontario,open,"Environment and Natural Resources, Government",2020-06-19,other,2020-06-19,external_link,,0,2,1,"Environment, Conservation and Parks",,2020-09-10
Lake Simcoe Protection Act Watershed Boundary,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2013-07-02,other,2013-07-02,external_link,,0,2,0,Natural Resources and Forestry,,2020-09-10
Lake Simcoe shoreline inventory,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2015-04-30,other,2015-04-30,external_link,,0,1,0,Natural Resources and Forestry,,2020-09-10
Lake St. Clair fall index - entrapment,Other (Not Open),under_review,"Economy and Business, Environment and Natural Resources, Environment and energy",,yearly,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Lake St. Clair limnology data,Other (Not Open),under_review,"Economy and Business, Environment and Natural Resources, Environment and energy",,yearly,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Lake St. Clair nearshore assessment data,Other (Not Open),under_review,"Economy and Business, Environment and Natural Resources, Environment and energy",,other,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Lake Superior commercial catch sampling program data,Other (Not Open),under_review,"Economy and Business, Environment and Natural Resources, Environment and energy",,yearly,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Lake Superior fish community index netting data,Other (Not Open),under_review,"Economy and Business, Environment and Natural Resources, Environment and energy",,yearly,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Lake Superior fish derby monitoring data,Other (Not Open),under_review,"Economy and Business, Environment and Natural Resources, Environment and energy",,yearly,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Lake Superior nearshore coaster brook trout survey data,Other (Not Open),under_review,"Economy and Business, Environment and Natural Resources, Environment and energy",,yearly,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Lake Superior recreational creel survey data,Other (Not Open),under_review,"Economy and Business, Environment and Natural Resources, Environment and energy",,yearly,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Lake Trout Lakes in Ontario,Queen's Printer for Ontario,open,"Economy and Business, Environment and Natural Resources",,,,,,0,12,0,Natural Resources and Forestry,,2020-09-10
Lake water quality at drinking water intakes,Open Government Licence – Ontario,open,"Environment and Natural Resources, Environment and energy",2016-06-26,yearly,2020-06-26,external_link,,0,6,1,"Environment, Conservation and Parks",,2020-09-10
Lake St. Clair adult recreational fish assessment data,Other (Not Open),under_review,"Economy and Business, Environment and Natural Resources, Environment and energy",,other,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Land contour,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2015-04-30,periodically,2015-04-30,external_link,,0,2,3,Natural Resources and Forestry,,2020-09-10
Land cover compilation,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2015-04-30,as_required,2015-04-30,external_link,,0,1,4,Natural Resources and Forestry,,2020-09-10
Land tenure and assessment unit revenue log,License Not Specified,restricted,"Economy and Business, Environment and Natural Resources, Environment and energy",2016-10-13,other,,,,0,0,0,"Energy, Northern Development and Mines",,2020-09-10
Land titles assurance fund annual payments,Open Government Licence – Ontario,open,"Government and Finance, Government",2018-12-18,yearly,2018-12-18,external_link,0.7315068493150685,0,2,0,Government and Consumer Services,,2020-09-10
Language Interpreter Grants,Open Government Licence – Ontario,open,"Housing Communities and Social Support, Law and safety",2017-01-06,yearly,2017-01-06,external_link,2.6794520547945204,0,2,0,"Children, Community and Social Services",,2020-09-10
Large and small animal mitigation planning tools,License Not Specified,under_review,"Environment and Natural Resources, Infrastructure and Transportation, Environment and energy",2017-04-03,other,,,,0,0,0,Transportation,,2020-09-10
Large animal collision hotspots - Eastern Region,License Not Specified,under_review,"Environment and Natural Resources, Infrastructure and Transportation, Environment and energy",2017-04-03,other,,,,0,0,0,Transportation,,2020-09-10
Large landfill sites,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2014-01-23,as_required,2014-01-23,external_link,,0,2,0,"Environment, Conservation and Parks",,2020-09-10
Latitude and longitude of Ontario courthouses,Open Government Licence – Ontario,open,"Justice and Public Safety, Law and safety",2015-04-30,as_required,2015-04-30,external_link,,0,2,0,Attorney General,,2020-09-10
Lavender oil distillation,License Not Specified,under_review,"Agriculture and Food, Economy and Business, Environment and energy",2017-01-23,other,,,,0,0,0,Agriculture Food and Rural Affairs,,2020-09-10
Law library usage report,Open Government Licence – Ontario,open,"Justice and Public Safety, Law and safety",2015-04-30,yearly,2015-04-30,external_link,4.367123287671233,0,2,0,Attorney General,,2020-09-10
Lead regulatory relief,License Not Specified,under_review,"Environment and Natural Resources, Government",2017-01-31,as_required,,,,0,0,0,"Environment, Conservation and Parks",,2020-09-10
Leadership development course registration,License Not Specified,under_review,"Education and Training, Government and Finance, Government",2016-08-03,other,,,,0,0,0,Treasury Board Secretariat,,2020-09-10
Learn and Work Program,License Not Specified,restricted,"Education and Training, Government and Finance, Government",2016-08-03,as_required,,,,0,0,0,Treasury Board Secretariat,,2020-09-10
Learn and Work Program assignments,License Not Specified,restricted,"Education and Training, Government and Finance, Government",2016-08-03,as_required,,,,0,0,0,Treasury Board Secretariat,,2020-09-10
Learn and Work Program submissions,License Not Specified,restricted,"Education and Training, Government and Finance, Government",2016-08-03,as_required,,,,0,0,0,Treasury Board Secretariat,,2020-09-10
Learning management data at the Trillium Gift of Life Network (TGLN),License Not Specified,under_review,"Education and Training, Health, Health and wellness",2018-08-07,quarterly,,,,0,0,0,Health,,2020-09-10
Leed certified government buildings,License Not Specified,under_review,"Infrastructure and Transportation, Government",2017-01-20,as_required,,,,0,0,0,Infrastructure,,2020-09-10
Legislative Plan data,License Not Specified,restricted,"Justice and Public Safety, Government",2016-10-14,as_required,,,,0,0,0,Attorney General,,2020-09-10
Letter of Permission (LOP),License Not Specified,restricted,"Education and Training, Government",2017-02-22,yearly,,,,0,0,0,Education,,2020-09-10
Letter of Permission (LOP): Course codes or specialty,License Not Specified,restricted,"Education and Training, Government",2017-02-22,yearly,,,,0,0,0,Education,,2020-09-10
Letter of Permission (LOP): Declarations,License Not Specified,restricted,"Education and Training, Government",2017-02-22,yearly,,,,0,0,0,Education,,2020-09-10
Letter of Permission (LOP): Divisions,License Not Specified,restricted,"Education and Training, Government",2017-02-22,yearly,,,,0,0,0,Education,,2020-09-10
Letter of Permission (LOP): Individuals,License Not Specified,restricted,"Education and Training, Government",2017-02-22,yearly,,,,0,0,0,Education,,2020-09-10
Letter of Permission (LOP): Schools,License Not Specified,under_review,"Education and Training, Government",2017-02-22,yearly,,,,0,0,0,Education,,2020-09-10
Library Strategic Development Fund,License Not Specified,under_review,"Economy and Business, Culture and Recreation, Government",2016-09-16,other,,,,0,0,0,"Tourism, Culture and Sport",,2020-09-10
Licence / permit supplementary information store,License Not Specified,under_review,"Environment and Natural Resources, Government",2017-01-31,as_required,,,,0,0,0,"Environment, Conservation and Parks",,2020-09-10
Licensed beef dealers,Open Government Licence – Ontario,open,"Agriculture and Food, Economy and Business, Rural and north",2016-04-28,other,2016-04-28,external_link,,0,2,1,Agriculture Food and Rural Affairs,,2020-09-10
Licensed child care facilities in Ontario,Open Government Licence – Ontario,open,"Housing Communities and Social Support, Education and Training, Home and community",2020-02-29,monthly,2020-02-29,hosted,5.5,1,0,1,Education,,2020-09-10
Licensed Children’s Residences in Ontario,Open Government Licence – Ontario,open,"Housing Communities and Social Support, Home and community",2016-12-16,as_required,2016-12-16,external_link,,0,3,0,"Children, Community and Social Services",,2020-09-10
Licensed Lab and Specimen Collection Centre locations,Open Government Licence – Ontario,open,"Health, Government",2020-04-05,yearly,2020-04-05,external_link,,0,1,0,Health,2019 Novel Coronavirus,2020-09-10
Licensed toxics planners,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2018-04-20,as_required,,,,0,2,1,"Environment, Conservation and Parks",,2020-09-10
Licensed well contractors,Queen's Printer for Ontario,open,"Economy and Business, Environment and Natural Resources",2020-05-04,as_required,,,,0,2,0,"Environment, Conservation and Parks",,2020-09-10
Life sciences sector database for Ontario,License Not Specified,restricted,"Economy and Business, Government",2017-01-20,yearly,,,,0,0,0,"Economic Development, Job Creation and Trade",,2020-09-10
Linear referencing and composite listing - Ontario highways,Open Government Licence – Ontario,open,"Infrastructure and Transportation, Driving and roads",2019-03-15,as_required,2019-03-15,external_link,,0,6,2,Transportation,,2020-09-10
List and map of municipalities with municipal cultural plans in Ontario,License Not Specified,under_review,"Economy and Business, Culture and Recreation, Government",2016-09-16,quarterly,,,,0,0,0,"Tourism, Culture and Sport",,2020-09-10
List of approved Apprenticeship Training  Delivery Agencies (TDA),License Not Specified,under_review,"Education and Training, Education and training",2016-11-17,quarterly,,,,0,0,0,"Training, Colleges and Universities",,2020-09-10
List of approved nutrient management strategies and Non-Agricultural Source Material Plan (NASM),License Not Specified,under_review,"Agriculture and Food, Economy and Business, Environment and energy",2017-01-24,as_required,,,,0,0,0,Agriculture Food and Rural Affairs,,2020-09-10
List of approved road profilers,License Not Specified,under_review,"Infrastructure and Transportation, Driving and roads",2017-04-03,yearly,,,,0,0,0,Transportation,,2020-09-10
List of arbitration awards,License Not Specified,under_review,"Education and Training, Economy and Business, Government",2016-08-03,other,,,,0,0,0,Labour,,2020-09-10
List of attending nurse practitioners in long-term care homes initiative locations,License Not Specified,under_review,"Health, Health and wellness",2018-08-07,as_required,,,,0,0,0,Health,,2020-09-10
List of Building Code Commission (BCC) decisions,License Not Specified,under_review,"Housing Communities and Social Support, Government",2017-01-05,as_required,,,,0,0,0,Municipal Affairs and Housing,,2020-09-10
List of Building Material Evaluation Commission (BMEC) authorizations,License Not Specified,under_review,"Housing Communities and Social Support, Government",2017-01-05,as_required,,,,0,0,0,Municipal Affairs and Housing,,2020-09-10
List of Global Experience Ontario (GEO) events,License Not Specified,under_review,"Education and Training, Education and training",2017-01-05,as_required,,,,0,0,0,"Training, Colleges and Universities",,2020-09-10
List of minister’s rulings,License Not Specified,under_review,"Housing Communities and Social Support, Infrastructure and Transportation, Government",2017-01-05,as_required,,,,0,0,0,Municipal Affairs and Housing,,2020-09-10
List of provincial agencies,Open Government Licence – Ontario,open,"Government and Finance, Government",2020-05-20,as_required,2020-05-20,hosted,,1,0,0,Treasury Board Secretariat,,2020-09-10
List of qualified laboratories,License Not Specified,under_review,"Infrastructure and Transportation, Government",2017-04-03,yearly,,,,0,0,0,Transportation,,2020-09-10
List of schools eligible for the school foundation allocation,License Not Specified,under_review,"Education and Training, Education and training",2017-02-22,yearly,,,,0,0,0,Education,,2020-09-10
List with ONe-key certificates,License Not Specified,under_review,"Government and Finance, Government",2016-08-03,monthly,,,,0,0,0,Treasury Board Secretariat,,2020-09-10
Listing of archaeological assessments - Eastern Region,License Not Specified,under_review,"Environment and Natural Resources, Infrastructure and Transportation, Environment and energy",2017-04-03,as_required,,,,0,0,0,Transportation,,2020-09-10
Listing of heritage bridges - Eastern Region,License Not Specified,under_review,"Culture and Recreation, Infrastructure and Transportation, Travel and recreation",2017-04-03,as_required,,,,0,0,0,Transportation,,2020-09-10
Literacy and Basic Skills (LBS) program,License Not Specified,under_review,"Education and Training, Education and training",2016-11-17,other,,,,0,0,0,"Training, Colleges and Universities",,2020-09-10
Literacy and numeracy instruction,License Not Specified,under_review,"Education and Training, Education and training",2017-02-22,yearly,,,,0,0,0,Education,,2020-09-10
Live Births by Age of Parents,Open Government Licence – Ontario,open,"Government and Finance, Home and community",2020-07-21,yearly,2020-07-21,hosted,,1,0,0,Government and Consumer Services,,2020-09-10
Live cattle exports,Open Government Licence – Ontario,open,"Agriculture and Food, Economy and Business, Rural and north",2016-04-08,yearly,,,,0,2,0,Agriculture Food and Rural Affairs,,2020-09-10
Live pig exports,Open Government Licence – Ontario,open,"Agriculture and Food, Economy and Business, Rural and north",2016-04-08,yearly,2016-04-08,external_link,3.4273972602739726,0,2,0,Agriculture Food and Rural Affairs,,2020-09-10
Livestock animals directed to slaughter by a veterinarian from licensed livestock community sales facilities,License Not Specified,under_review,"Agriculture and Food, Economy and Business, Government",2017-01-24,monthly,,,,0,0,0,Agriculture Food and Rural Affairs,,2020-09-10
Livestock medicine outlets in Ontario,Open Government Licence – Ontario,open,"Agriculture and Food, Economy and Business, Government",2016-04-27,other,2016-04-27,external_link,,0,2,1,Agriculture Food and Rural Affairs,,2020-09-10
Livestock quarterly rates,License Not Specified,under_review,"Agriculture and Food, Economy and Business, Business and economy",2017-01-24,quarterly,,,,0,0,0,Agriculture Food and Rural Affairs,,2020-09-10
lncident reports at licensed livestock community sales facilities,License Not Specified,under_review,"Agriculture and Food, Economy and Business, Government",2017-01-23,other,,,,0,0,0,Agriculture Food and Rural Affairs,,2020-09-10
Local boards,License Not Specified,under_review,"Education and Training, Government",2016-11-17,yearly,,,,0,0,0,"Training, Colleges and Universities",,2020-09-10
Local Employment Planning Councils,License Not Specified,under_review,"Education and Training, Economy and Business, Jobs and employment",2016-11-17,other,,,,0,0,0,"Training, Colleges and Universities",,2020-09-10
Local food buying behaviour study,License Not Specified,under_review,"Agriculture and Food, Economy and Business, Government",2017-01-23,yearly,,,,0,0,0,Agriculture Food and Rural Affairs,,2020-09-10
Local Health Integration Network (LHIN) internal issues unit task tracking,License Not Specified,restricted,"Health, Health and wellness",2018-08-07,other,,,,0,0,0,Health,,2020-09-10
Local Health Integration Network (LHIN) quarterly risk reports,License Not Specified,restricted,"Government and Finance, Health, Health and wellness",2018-08-07,quarterly,,,,0,0,0,Health,,2020-09-10
Local Health Integration Network (LHIN) quarterly risk reports collected under the Agencies and Appointments Directive,License Not Specified,restricted,"Government and Finance, Health, Health and wellness",2018-08-07,quarterly,,,,0,0,0,Health,,2020-09-10
Local Health Integration Network (LHIN) Stocktake Reports,License Not Specified,under_review,"Health, Health and wellness",2018-08-07,quarterly,,,,0,0,0,Health,,2020-09-10
Local Health Integration Network Office (LHIN) locations,Open Government Licence – Ontario,open,"Housing Communities and Social Support, Health, Health and wellness",2017-01-17,historical,,,,1,0,0,Health,,2020-09-10
Local services board,License Not Specified,under_review,"Economy and Business, Environment and Natural Resources, Government",2016-10-17,yearly,,,,0,0,0,"Energy, Northern Development and Mines",,2020-09-10
Locally developed course enrolment in secondary schools,Open Government Licence – Ontario,open,"Education and Training, Education and training",2020-08-24,yearly,2020-08-24,hosted,,4,24,2,Education,,2020-09-10
Locally developed courses,Open Government Licence – Ontario,open,"Education and Training, Education and training",2020-08-24,quarterly,2020-08-24,hosted,,4,0,0,Education,,2020-09-10
Location and boundaries of Economic Employment Districts and Strategic Settlement Employment Areas in the Simcoe Sub-area,License Not Specified,under_review,"Housing Communities and Social Support, Economy and Business, Business and economy",2017-01-06,other,,,,0,0,0,Municipal Affairs and Housing,,2020-09-10
Log of prior approvals for out of province laboratory services,License Not Specified,restricted,"Health, Health and wellness",2018-08-07,other,,,,0,0,0,Health,,2020-09-10
Long-term care classified beds and Case Mix Index (CMI) results,License Not Specified,under_review,"Housing Communities and Social Support, Health, Health and wellness",2018-08-07,yearly,,,,0,0,0,Health,,2020-09-10
Long-Term Care Home COVID-19 Data,Open Government Licence – Ontario,open,"Housing Communities and Social Support, Health, COVID-19, Health and Wellness",2020-09-09,daily,2020-09-09,hosted,,3,0,1,Treasury Board Secretariat,2019 Novel Coronavirus,2020-09-10
Long-Term Care Home Licence Information,License Not Specified,restricted,"Housing Communities and Social Support, Health, Health and wellness",2018-08-07,other,,,,0,0,0,Health and Long-Term Care,,2020-09-10
Long-Term Care Home (LTCH) locations,Open Government Licence – Ontario,open,"Housing Communities and Social Support, Health, Health and wellness",2020-04-05,yearly,2020-04-05,external_link,,0,1,2,Health,2019 Novel Coronavirus,2020-09-10
Long-Term Care Home Staffing Report Survey (LTCH / SR),License Not Specified,under_review,"Housing Communities and Social Support, Health, Government",2017-01-17,other,,,,0,0,0,Health,,2020-09-10
Long-Term Care Management Information System,License Not Specified,restricted,"Housing Communities and Social Support, Health, Health and wellness",2018-08-07,as_required,,,,0,0,0,Health and Long-Term Care,,2020-09-10
Long-term care online reporting,License Not Specified,under_review,"Housing Communities and Social Support, Health, Health and wellness",2018-08-07,yearly,,,,0,0,0,Health,,2020-09-10
Long-term care practice report,License Not Specified,restricted,"Housing Communities and Social Support, Health, Health and wellness",2018-08-07,yearly,,,,0,0,0,Health,,2020-09-10
Long-Term Energy Plan online survey,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2013-10-01,never,2013-10-01,external_link,,0,4,0,"Energy, Northern Development and Mines",,2020-09-10
Longitudinal Immigration Database (IMDB),License Not Specified,restricted,"Housing Communities and Social Support, Home and community",2017-01-05,yearly,,,,0,0,0,"Children, Community and Social Services",,2020-09-10
Lot fabric improved,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Infrastructure and Transportation, Government",2015-04-30,yearly,2015-04-30,external_link,4.367123287671233,0,1,0,Natural Resources and Forestry,,2020-09-10
Lower-tier and single-tier municipal boundaries,Open Government Licence – Ontario,open,"Housing Communities and Social Support, Government",2015-04-30,yearly,,,,0,0,2,Municipal Affairs and Housing,,2020-09-10
LSI-OR (Level Service Inventory - Ontario Revised) Data,License Not Specified,restricted,"Justice and Public Safety, Government",2017-02-01,monthly,,,,0,0,0,Solicitor General,,2020-09-10
Lyme disease tick surveillance dataset,License Not Specified,under_review,"Health, Health and wellness",2018-08-07,other,,,,0,0,0,Health,,2020-09-10
Magnetic Resonance Imaging (MRI) data,License Not Specified,restricted,"Health, Health and wellness",2018-08-07,other,,,,0,0,0,Health,,2020-09-10
Mainframe application of out of country health services funding authorization,License Not Specified,restricted,"Health, Health and wellness",2018-08-07,other,,,,0,0,0,Health,,2020-09-10
Major river systems in the Far North,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Government",2014-07-01,other,2014-07-01,external_link,,0,1,2,Natural Resources and Forestry,,2020-09-10
Manage Benefits System (MBS),License Not Specified,restricted,"Health, Government",2017-01-17,monthly,,,,0,0,0,Health,,2020-09-10
Manufacturing industry statistics: food beverage and tobacco manufacturing,Open Government Licence – Ontario,open,"Agriculture and Food, Economy and Business, Business and economy",2017-01-24,as_required,,,,0,2,0,Agriculture Food and Rural Affairs,,2020-09-10
Mapping layer data,License Not Specified,under_review,"Infrastructure and Transportation, Driving and roads",2017-04-03,other,,,,0,0,0,Transportation,,2020-09-10
Market Rent Index and Indices for non-profit projects,License Not Specified,under_review,"Housing Communities and Social Support, Economy and Business, Government",2017-01-06,yearly,,,,0,0,0,Municipal Affairs and Housing,,2020-09-10
Marriage registrations in Ontario (by location),Open Government Licence – Ontario,open,"Government and Finance, Government",2020-07-21,yearly,2020-07-21,hosted,,1,0,0,Government and Consumer Services,,2020-09-10
Master Inherited Metabolic Diseases (IMD) Database,License Not Specified,restricted,"Health, Health and wellness",2017-01-17,as_required,,,,0,0,0,Health,,2020-09-10
Master Numbering System (MNS),License Not Specified,under_review,"Health, Government",2017-01-17,other,,,,0,0,0,Health,,2020-09-10
Materials Testing Laboratory,License Not Specified,open,"Education and Training, Economy and Business, Government",2020-06-08,yearly,2020-06-08,hosted,,1,0,0,Labour,,2020-09-10
Meat inspection areas,Open Government Licence – Ontario,open,"Agriculture and Food, Economy and Business, Government",2015-04-30,as_required,,,,0,0,2,Agriculture Food and Rural Affairs,,2020-09-10
Meat inspection program inquiries,License Not Specified,under_review,"Agriculture and Food, Economy and Business, Government",2017-01-23,as_required,,,,0,0,0,Agriculture Food and Rural Affairs,,2020-09-10
Meat inspection program testing and adverse results,License Not Specified,under_review,"Agriculture and Food, Economy and Business, Government",2017-01-23,as_required,,,,0,0,0,Agriculture Food and Rural Affairs,,2020-09-10
